date,symbol,eps,epsEstimated,time,revenue,revenueEstimated,fiscalDateEnding,updatedFromDate
2018-09-29,3550.TW,0.4272,,bmo,1041776000.0,,2018-09-29,2023-05-17
2018-09-29,GILD.SW,1.6099999999999999,,bmo,5596000000.0,,2018-09-29,2023-10-16
2018-09-29,1809.TW,0.1,,bmo,659925000.0,,2018-09-29,2023-05-17
2018-09-29,601162.SS,0.006200000000000001,,bmo,644812772.31,,2018-09-29,2023-05-17
2018-09-29,0506.HK,0.05151000000000001,,bmo,3912012750.0,,2018-09-29,2023-05-17
2018-09-29,0241.HK,-0.0029100000000000003,,bmo,610654500.0,,2018-09-29,2023-10-17
2018-09-29,CSRN3.SA,0.527,,bmo,719928000.0,,2018-09-29,2023-05-17
2018-09-29,SI,0.3365,,bmo,19857000.0,,2018-09-29,2023-09-29
2018-09-29,0829.HK,0.00547,,bmo,224754000.0,,2018-09-29,2023-05-17
2018-09-29,A4S.DE,3.43,,bmo,3316000000.0,,2018-09-29,2023-05-17
2018-09-29,0119.HK,0.1776,,bmo,5808411000.0,,2018-09-29,2023-05-17
2018-09-29,TRAC-B.ST,9.52,,bmo,142600000.0,,2018-09-29,2023-05-17
2018-09-29,5227.KL,0.02152,,bmo,133725000.0,,2018-09-29,2023-05-17
2018-09-29,0126.HK,0.03152,,bmo,233155000.0,,2018-09-29,2023-10-16
2018-09-29,SWF.DE,1.65,,bmo,3494800000.0,,2018-09-29,2023-05-17
2018-09-29,NPFC,-0.01008,,bmo,,,2018-09-29,2023-08-16
2018-09-29,600805.SS,0.06,,bmo,474081948.3,,2018-09-29,2023-05-17
2018-09-29,600721.SS,0.0415,,bmo,140482033.05,,2018-09-29,2023-05-17
2018-09-29,0184.HK,0.2326,,bmo,505600250.0,,2018-09-29,2023-05-17
2018-09-29,PRKA,0.00738,,amc,2063345.0,,2018-09-29,2023-05-17
2018-09-29,PHEC,-0.057730000000000004,,amc,104899000.0,,2018-09-29,2023-05-17
2018-09-29,0227.HK,0.0064800000000000005,,bmo,118431500.0,,2018-09-29,2023-05-17
2018-09-29,600526.SS,0.00453,,bmo,1204591057.47,,2018-09-29,2023-05-17
2018-09-29,2206.TW,1.51,,bmo,8284315000.0,,2018-09-29,2023-05-17
2018-09-29,0826.HK,0.0274,,bmo,1255386500.0,,2018-09-29,2023-05-17
2018-09-29,BLK.SW,7.54,,bmo,3576000000.0,,2018-09-29,2023-05-17
2018-09-29,603680.SS,0.08462,,bmo,896771761.11,,2018-09-29,2023-05-17
2018-09-29,0418.HK,0.018240000000000003,,bmo,264714250.0,,2018-09-29,2023-05-17
2018-09-29,688086.SS,0.11,,bmo,58319059.65,,2018-09-29,2023-05-17
2018-09-29,MPAA,0.18180000000000002,,bmo,127939000.0,,2018-09-29,2023-09-29
2018-09-29,085370.KS,-207.0,,bmo,19029928000.0,,2018-09-29,2023-08-16
2018-09-29,603778.SS,0.0206,,bmo,60631630.77,,2018-09-29,2023-05-17
2018-09-29,0489.HK,0.365,,bmo,26135750000.0,,2018-09-29,2023-05-17
2018-09-29,AIG.SW,-1.40633,,bmo,11509000000.0,,2018-09-29,2023-05-17
2018-09-29,1806.TW,-0.32222,,bmo,1200080000.0,,2018-09-29,2023-05-17
2018-09-29,SORILINFRA.NS,1.55,,bmo,392900000.0,,2018-09-29,2023-10-17
2018-09-29,AIHS,-0.30526000000000003,,bmo,71508.0,,2018-09-29,2023-10-10
2018-09-29,FNTN.HM,0.3304,,bmo,717034000.0,,2018-09-29,2023-05-17
2018-09-29,BCOM,1.05,,bmo,2301000000.0,,2018-09-29,2023-05-17
2018-09-29,ASAI.ST,-110.46072,,bmo,2561000.0,,2018-09-29,2023-05-17
2018-09-29,RTC,-0.56586,,amc,86872000.0,,2018-09-29,2023-05-17
2018-09-29,000533.SZ,-0.052700000000000004,,bmo,2066201138.07,,2018-09-29,2023-05-17
2018-09-29,CNFN,-0.44497000000000003,,bmo,5292303.0,,2018-09-29,2023-09-29
2018-09-29,206560.KS,131.31,,bmo,12992416000.0,,2018-09-29,2023-05-17
2018-09-29,NMTC,-0.25378,,bmo,,,2018-09-29,2023-09-29
2018-09-29,0166.HK,-0.00727,,bmo,74497250.0,,2018-09-29,2023-10-16
2018-09-29,AATC,0.1623,,amc,4049000.0,,2018-09-29,2023-09-29
2018-09-29,072130.KS,-99.09323,,bmo,6141340000.0,,2018-09-29,2023-05-17
2018-09-29,HKIB,-1.55701,,bmo,-511113256.0,,2018-09-29,2023-05-17
2018-09-29,011230.KS,-88.67013,,bmo,10883801000.0,,2018-09-29,2023-05-17
2018-09-29,NEPA.ST,-0.50949,,bmo,56033000.0,,2018-09-29,2023-08-16
2018-09-29,ZN,0.013160000000000002,,bmo,,,2018-09-29,2023-05-17
2018-09-29,0039.HK,0.00054,,bmo,316785000.0,,2018-09-29,2023-05-17
2018-09-29,N01.SI,0.00408,,bmo,32065000.0,,2018-09-29,2023-05-17
2018-09-29,BAX.SW,0.996,,bmo,2767000000.0,,2018-09-29,2023-05-17
2018-09-29,0581.HK,0.332,,bmo,10195575500.0,,2018-09-29,2023-05-17
2018-09-29,0691.HK,0.1516,,bmo,4409592500.0,,2018-09-29,2023-05-17
2018-09-29,SCI.BK,-0.00962,,bmo,319816683.0,,2018-09-29,2023-05-17
2018-09-29,6160.TWO,0.51,,bmo,471348000.0,,2018-09-29,2023-05-17
2018-09-29,3662.KL,-0.00901,,bmo,642746000.0,,2018-09-29,2023-05-17
2018-09-29,INISS-B.ST,0.3274,,bmo,155137000.0,,2018-09-29,2023-08-16
2018-09-29,064290.KS,61.54,,bmo,6072725000.0,,2018-09-29,2023-05-17
2018-09-29,603303.SS,0.1995,,bmo,997533118.64,,2018-09-29,2023-05-17
2018-09-29,8009.HK,0.0009800000000000002,,bmo,98217000.0,,2018-09-29,2023-10-17
2018-09-29,EEIQ,0.0245,,bmo,1571294.0,,2018-09-29,2023-05-17
2018-09-29,IVT,0.1163,,bmo,60493000.0,,2018-09-29,2023-09-29
2018-09-29,GLG.TO,-0.06463,,bmo,2496169.0,,2018-09-29,2023-05-17
2018-09-29,002319.SZ,-0.005,,bmo,120102934.38,,2018-09-29,2023-05-17
2018-09-29,0602.HK,0.0059,,bmo,177584000.0,,2018-09-29,2023-05-17
2018-09-29,600796.SS,-0.04,,bmo,103878894.48,,2018-09-29,2023-05-17
2018-09-29,600193.SS,0.043000000000000003,,bmo,86820364.97,,2018-09-29,2023-05-17
2018-09-29,SOFO,-2.0078,,amc,8490000.0,,2018-09-29,2023-09-29
2018-09-29,0618.HK,0.03104,,bmo,6227967500.0,,2018-09-29,2023-10-16
2018-09-29,1SI.DE,-0.24822000000000002,,bmo,297695000.0,,2018-09-29,2023-05-17
2018-09-29,BDT.DE,1.51,,bmo,268388000.0,,2018-09-29,2023-05-17
2018-09-29,GDNSF,-0.039520000000000007,,bmo,,,2018-09-29,2023-05-17
2018-09-29,STBFY,39.85,,bmo,339422000000.0,,2018-09-29,2023-08-16
2018-09-29,MDRN.JK,2.18,,bmo,25061901410.0,,2018-09-29,2023-05-17
2018-09-29,0T8B.F,-7.98016,,bmo,699879000.0,,2018-09-29,2023-05-17
2018-09-29,CBLI,-0.09775,,bmo,283307.0,,2018-09-29,2023-05-17
2018-09-29,INF.L,0.0524,,bmo,592375000.0,,2018-09-29,2023-05-17
2018-09-29,603053.SS,0.1114,,bmo,933344080.51,,2018-09-29,2023-05-17
2018-09-29,OYST,-0.48068000000000005,,amc,,,2018-09-29,2023-05-17
2018-09-29,2852.TW,0.58,,bmo,1518409000.0,,2018-09-29,2023-05-17
2018-09-29,CFIN.JK,20.18,,bmo,458786399000.0,,2018-09-29,2023-05-17
2018-09-29,UWS.DE,1.16,,bmo,3822000000.0,,2018-09-29,2023-05-17
2018-09-29,2438.TW,-0.06327,,bmo,98136000.0,,2018-09-29,2023-05-17
2018-09-29,BBAS12.SA,1.1400000000000001,,bmo,21525852000.0,,2018-09-29,2023-08-16
2018-09-29,PAF.BK,-0.015,,bmo,197096000.0,,2018-09-29,2023-05-17
2018-09-29,ARR.WA,0.1005,,bmo,41258000.0,,2018-09-29,2023-05-17
2018-09-29,MLCT,-0.05018,,bmo,36505.0,,2018-09-29,2023-10-10
2018-09-29,FPMB.DE,0.38130000000000003,,bmo,4908000000.0,,2018-09-29,2023-05-17
2018-09-29,0360.HK,0.0022900000000000004,,bmo,448137000.0,,2018-09-29,2023-05-17
2018-09-29,MPRO.JK,-0.7586200000000001,,bmo,17651975000.0,,2018-09-29,2023-05-17
2018-09-29,ASCK,-893.46417,,bmo,,,2018-09-29,2023-05-17
2018-09-29,FLXT,-0.00037000000000000005,,bmo,72208.0,,2018-09-29,2023-05-17
2018-09-29,CARA.OL,0.00027,,bmo,8986000.0,,2018-09-29,2023-08-16
2018-09-29,EMCF,0.51,,bmo,7203000.0,,2018-09-29,2023-05-17
2018-09-29,000819.SZ,0.055330000000000004,,bmo,507761767.84,,2018-09-29,2023-05-17
2018-09-29,601963.SS,0.3539,,bmo,,,2018-09-29,2023-05-17
2018-09-29,0423.HK,0.04127,,bmo,297508500.0,,2018-09-29,2023-10-16
2018-09-29,MJNE,-0.01649,,amc,,,2018-09-29,2023-09-29
2018-09-29,003010.KS,180.41,,bmo,48600888000.0,,2018-09-29,2023-05-17
2018-09-29,DTSS,-0.01939,,bmo,,,2018-09-29,2023-09-29
2018-09-29,064550.KS,-123.05349,,bmo,5773492000.0,,2018-09-29,2023-05-17
2018-09-29,KITL,-0.00128,,bmo,114993.0,,2018-09-29,2023-05-17
2018-09-29,NTT.WA,0.00973,,bmo,105717000.0,,2018-09-29,2023-05-17
2018-09-29,EQUITAS.NS,1.51,,bmo,5686855000.0,,2018-09-29,2023-10-17
2018-09-29,0889.HK,0.037480000000000006,,bmo,78161000.0,,2018-09-29,2023-05-17
2018-09-29,SGMD,-0.009850000000000001,,bmo,1445010.0,,2018-09-29,2023-10-16
2018-09-29,HRST,-9.73275,,bmo,68966000.0,,2018-09-29,2023-05-17
2018-09-29,SMMT.JK,5.45,,bmo,57290610128.0,,2018-09-29,2023-05-17
2018-09-29,AKOM.PA,-0.26907000000000003,,bmo,1745000.0,,2018-09-29,2023-05-17
2018-09-29,600853.SS,0.06874000000000001,,bmo,4301455432.83,,2018-09-29,2023-05-17
2018-09-29,1506.TW,0.1453,,bmo,293366000.0,,2018-09-29,2023-05-17
2018-09-29,SWG.WA,0.30000000000000004,,bmo,132303000.0,,2018-09-29,2023-05-17
2018-09-29,0871.HK,-0.04179,,bmo,154708250.0,,2018-09-29,2023-05-17
2018-09-29,002907.SZ,0.12430000000000001,,bmo,180938579.66,,2018-09-29,2023-05-17
2018-09-29,TYOBY,9.52,,bmo,83966000000.0,,2018-09-29,2023-10-17
2018-09-29,AUGG,-0.00795,,bmo,,,2018-09-29,2023-09-29
2018-09-29,HUHTAMAKI.NS,-2.0,,bmo,6075100000.0,,2018-09-29,2023-05-17
2018-09-29,EMGC,0.0678,,bmo,22733000.0,,2018-09-29,2023-05-17
2018-09-29,5200.KL,0.05072,,bmo,300377000.0,,2018-09-29,2023-05-17
2018-09-29,KWG.CN,-0.00013000000000000002,,bmo,,,2018-09-29,2023-05-17
2018-09-29,000859.SZ,0.04,,bmo,320938939.1,,2018-09-29,2023-05-17
2018-09-29,3V64.DE,1.23,,bmo,5434000000.0,,2018-09-29,2023-05-17
2018-09-29,603033.SS,0.08382,,bmo,284662841.45,,2018-09-29,2023-05-17
2018-09-29,600097.SS,0.44,,bmo,492012050.84,,2018-09-29,2023-05-17
2018-09-29,0846.HK,0.052890000000000006,,bmo,2910470000.0,,2018-09-29,2023-05-17
2018-09-29,5525.TW,1.02,,bmo,995534000.0,,2018-09-29,2023-05-17
2018-09-29,APURE.BK,0.03574,,bmo,466858000.0,,2018-09-29,2023-05-17
2018-09-29,RBX.V,0.0079,,bmo,19820202.0,,2018-09-29,2023-05-17
2018-09-29,3965.T,9.93,,bmo,1709388000.0,,2018-09-29,2023-05-17
2018-09-29,2457.TW,0.05,,bmo,3670075000.0,,2018-09-29,2023-05-17
2018-09-29,SRB.L,-0.038250000000000006,,bmo,7523203.0,,2018-09-29,2023-05-17
2018-09-29,VPRB,-0.00142,,bmo,1271317.0,,2018-09-29,2023-05-17
2018-09-29,CEAD,-0.43329,,bmo,3324621.0,,2018-09-29,2023-09-29
2018-09-29,AFPR.TA,2.05,,bmo,249517000.0,,2018-09-29,2023-05-17
2018-09-29,AML.L,0.0873,,bmo,282400000.0,,2018-09-29,2023-05-17
2018-09-29,LSI.WA,0.4398,,bmo,11730000.0,,2018-09-29,2023-05-17
2018-09-29,0405.HK,0.06752000000000001,,bmo,507969000.0,,2018-09-29,2023-05-17
2018-09-29,600122.SS,-0.39652000000000004,,bmo,4008193447.14,,2018-09-29,2023-05-17
2018-09-29,ARCUS.OL,0.46,,bmo,644900000.0,,2018-09-29,2023-05-17
2018-09-29,HDD.SW,0.03,,bmo,572913000.0,,2018-09-29,2023-10-17
2018-09-29,600232.SS,0.03,,bmo,294129869.68,,2018-09-29,2023-05-17
2018-09-29,002558.SZ,0.14,,bmo,880168396.77,,2018-09-29,2023-05-17
2018-09-29,603022.SS,0.05058000000000001,,bmo,163158937.92,,2018-09-29,2023-05-17
2018-09-29,600824.SS,0.025,,bmo,342894643.63,,2018-09-29,2023-05-17
2018-09-29,ARPT.TA,1.37,,bmo,244491000.0,,2018-09-29,2023-05-17
2018-09-29,1WR.DE,1.08,,bmo,4236600000.0,,2018-09-29,2023-05-17
2018-09-29,FRE.NZ,0.1,,bmo,145221500.0,,2018-09-29,2023-05-17
2018-09-29,603319.SS,0.12090000000000001,,bmo,204334053.9,,2018-09-29,2023-05-17
2018-09-29,0488.HK,1.8,,bmo,423252500.0,,2018-09-29,2023-05-17
2018-09-29,0784.HK,0.005450000000000001,,bmo,82778000.0,,2018-09-29,2023-10-17
2018-09-29,CTP2.DE,0.625,,bmo,22135000000.0,,2018-09-29,2023-05-17
2018-09-29,0617.HK,0.09591000000000001,,bmo,1473575000.0,,2018-09-29,2023-05-17
2018-09-29,UNH.DE,3.24,,bmo,56174000000.0,,2018-09-29,2023-05-17
2018-09-29,002856.SZ,0.0804,,bmo,224269372.76,,2018-09-29,2023-05-17
2018-09-29,GEC.DE,-20.95146,,bmo,29574000000.0,,2018-09-29,2023-05-17
2018-09-29,2514.TW,0.75,,bmo,24219000.0,,2018-09-29,2023-05-17
2018-09-29,SNNF,0.112,,bmo,1627000.0,,2018-09-29,2023-05-17
2018-09-29,SUPER.BK,0.00415,,bmo,1247590000.0,,2018-09-29,2023-05-17
2018-09-29,URBIT.ST,-0.18951,,bmo,249096.0,,2018-09-29,2023-05-17
2018-09-29,600630.SS,0.02,,bmo,950691123.39,,2018-09-29,2023-05-17
2018-09-29,0959.HK,-0.0187,,bmo,15551500.0,,2018-09-29,2023-10-17
2018-09-29,0006.HK,0.894,,bmo,388750000.0,,2018-09-29,2023-05-17
2018-09-29,TRI.WA,0.08485000000000001,,bmo,5879000.0,,2018-09-29,2023-05-17
2018-09-29,300573.SZ,0.02,,bmo,134869349.89,,2018-09-29,2023-05-17
2018-09-29,WTRE,1.05,,bmo,167003000.0,,2018-09-29,2023-05-17
2018-09-29,0512.HK,0.06596,,bmo,1489588750.0,,2018-09-29,2023-05-17
2018-09-29,UGRO,-0.034080000000000006,,amc,5336631.0,,2018-09-29,2023-09-29
2018-09-29,AQ.BK,-0.00024000000000000003,,bmo,124624000.0,,2018-09-29,2023-05-17
2018-09-29,ADM.L,0.3381,,bmo,315400000.0,,2018-09-29,2023-05-17
2018-09-29,MRZM,-0.00372,,bmo,542.0,,2018-09-29,2023-05-17
2018-09-29,0498.HK,0.1102,,bmo,156100000.0,,2018-09-29,2023-10-17
2018-09-29,3050.TW,0.25,,bmo,193542000.0,,2018-09-29,2023-05-17
2018-09-29,MLPL.JK,-12.58344,,bmo,3517916000000.0,,2018-09-29,2023-05-17
2018-09-29,ANAT,6.45,,bmo,1052236000.0,,2018-09-29,2023-05-17
2018-09-29,603508.SS,0.15710000000000002,,bmo,111994017.19,,2018-09-29,2023-05-17
2018-09-29,IMB.L,0.3734,,bmo,7631000000.0,,2018-09-29,2023-05-17
2018-09-29,AMZ.DE,5.75,,bmo,56576000000.0,,2018-09-29,2023-05-17
2018-09-29,GMBLZ,-0.01021,,bmo,,,2018-09-29,2023-10-16
2018-09-29,MAX.BK,-1e-05,,bmo,236208000.0,,2018-09-29,2023-05-17
2018-09-29,PSAN.DE,0.16440000000000002,,bmo,46984000.0,,2018-09-29,2023-05-17
2018-09-29,0387.HK,0.021490000000000002,,bmo,203709000.0,,2018-09-29,2023-05-17
2018-09-29,PJW.BK,-0.055650000000000005,,bmo,716090000.0,,2018-09-29,2023-05-17
2018-09-29,4170.SR,-0.14929,,bmo,3767503.0,,2018-09-29,2023-05-17
2018-09-29,BMA.OL,0.2,,bmo,397400000.0,,2018-09-29,2023-05-17
2018-09-29,603186.SS,0.21,,bmo,440564332.18,,2018-09-29,2023-05-17
2018-09-29,0640.HK,0.01618,,bmo,165759000.0,,2018-09-29,2023-05-17
2018-09-29,1453.TW,0.04327,,bmo,6899000.0,,2018-09-29,2023-05-17
2018-09-29,2607.TW,0.29,,bmo,1962353000.0,,2018-09-29,2023-05-17
2018-09-29,600306.SS,-0.18,,bmo,238443362.43,,2018-09-29,2023-05-17
2018-09-29,3LN.DE,0.797,,bmo,3835246000.0,,2018-09-29,2023-05-17
2018-09-29,6024.TW,0.892,,bmo,530921000.0,,2018-09-29,2023-05-17
2018-09-29,CETY,-0.01123,,amc,532137.0,,2018-09-29,2023-09-29
2018-09-29,039830.KS,227.08,,bmo,36519396000.0,,2018-09-29,2023-05-17
2018-09-29,0180.HK,0.04771,,bmo,165922000.0,,2018-09-29,2023-05-17
2018-09-29,5148.KL,0.00411,,bmo,430104000.0,,2018-09-29,2023-05-17
2018-09-29,CURR,-0.19666000000000003,,bmo,87851.0,,2018-09-29,2023-09-29
2018-09-29,SBS.DE,0.23140000000000002,,bmo,45696000.0,,2018-09-29,2023-05-17
2018-09-29,603970.SS,0.05469,,bmo,602450288.77,,2018-09-29,2023-05-17
2018-09-29,129260.KS,26.44,,bmo,124239141000.0,,2018-09-29,2023-05-17
2018-09-29,GEL.BK,-0.010050000000000002,,bmo,499003000.0,,2018-09-29,2023-05-17
2018-09-29,OYL.V,-0.01081,,bmo,,,2018-09-29,2023-05-17
2018-09-29,002836.SZ,0.07,,bmo,80765453.0,,2018-09-29,2023-05-17
2018-09-29,600237.SS,-0.0018000000000000002,,bmo,199012981.73,,2018-09-29,2023-05-17
2018-09-29,065350.KS,30.4,,bmo,105860911000.0,,2018-09-29,2023-05-17
2018-09-29,600241.SS,0.01,,bmo,102777772.98,,2018-09-29,2023-05-17
2018-09-29,FYBR,-0.00415,,bmo,2126000000.0,,2018-09-29,2023-09-29
2018-09-29,0969.HK,-0.01836,,bmo,33622500.0,,2018-09-29,2023-05-17
2018-09-29,FUTR.L,0.01182,,bmo,31150000.0,,2018-09-29,2023-10-16
2018-09-29,0002.HK,1.45,,bmo,22856250000.0,,2018-09-29,2023-05-17
2018-09-29,9964.T,0.00013000000000000002,,bmo,23340529000.0,,2018-09-29,2023-05-17
2018-09-29,HX,-0.35710000000000003,,bmo,3621160.0,,2018-09-29,2023-05-17
2018-09-29,TA1.DE,0.1724,,bmo,1114800000.0,,2018-09-29,2023-05-17
2018-09-29,INOXLEISUR.NS,1.3,,bmo,3653100000.0,,2018-09-29,2023-10-17
2018-09-29,0QF.F,-0.24762,,bmo,41757000.0,,2018-09-29,2023-05-17
2018-09-29,7UP.BK,-0.00738,,bmo,187693000.0,,2018-09-29,2023-05-17
2018-09-29,603729.SS,0.04,,bmo,311285381.67,,2018-09-29,2023-05-17
2018-09-29,600120.SS,0.05283,,bmo,2254860036.87,,2018-09-29,2023-05-17
2018-09-29,REEMF,-0.0037700000000000003,,bmo,,,2018-09-29,2023-09-29
2018-09-29,PHLOG-B.ST,-0.35989000000000004,,bmo,48000.0,,2018-09-29,2023-05-17
2018-09-29,9999.HK,0.49470000000000003,,bmo,16855303000.0,,2018-09-29,2023-05-17
2018-09-29,BKDP.JK,-1.58705,,bmo,11841292462.0,,2018-09-29,2023-05-17
2018-09-29,603499.SS,0.06633,,bmo,93431661.1,,2018-09-29,2023-05-17
2018-09-29,SKLN.TA,0.00054,,bmo,53036000.0,,2018-09-29,2023-05-17
2018-09-29,FRU.DE,0.2109,,bmo,65981000.0,,2018-09-29,2023-05-17
2018-09-29,EI.CN,-0.014860000000000002,,bmo,,,2018-09-29,2023-05-17
2018-09-29,4150.SR,0.2325,,bmo,57161834.0,,2018-09-29,2023-05-17
2018-09-29,QBY.DE,0.00316,,bmo,90198000.0,,2018-09-29,2023-05-17
2018-09-29,002966.SZ,0.17270000000000002,,bmo,1940631824.0,,2018-09-29,2023-05-17
2018-09-29,MNDI.L,0.44680000000000003,,bmo,1870250000.0,,2018-09-29,2023-05-17
2018-09-29,5246.KL,0.041740000000000006,,bmo,417552000.0,,2018-09-29,2023-05-17
2018-09-29,0165.HK,0.44570000000000004,,bmo,1112658000.0,,2018-09-29,2023-05-17
2018-09-29,002490.SZ,0.0589,,bmo,1298211391.38,,2018-09-29,2023-05-17
2018-09-29,688018.SS,0.32130000000000003,,bmo,108930985.27,,2018-09-29,2023-05-17
2018-09-29,TNE5.DE,0.2222,,bmo,11699000000.0,,2018-09-29,2023-05-17
2018-09-29,001060.KS,108.1,,bmo,146517814000.0,,2018-09-29,2023-05-17
2018-09-29,0465.HK,0.015590000000000001,,bmo,444278250.0,,2018-09-29,2023-05-17
2018-09-29,1416.TW,-0.02,,bmo,94963000.0,,2018-09-29,2023-05-17
2018-09-29,600210.SS,0.062,,bmo,2453398571.6,,2018-09-29,2023-05-17
2018-09-29,009680.KS,112.54,,bmo,43410865000.0,,2018-09-29,2023-05-17
2018-09-29,AQUA.BK,0.01567,,bmo,270990709.84,,2018-09-29,2023-05-17
2018-09-29,BAC.CN,-0.00372,,bmo,,,2018-09-29,2023-05-17
2018-09-29,3034.KL,0.07659,,bmo,1762910000.0,,2018-09-29,2023-05-17
2018-09-29,0765.HK,-0.02935,,bmo,36312750.0,,2018-09-29,2023-05-17
2018-09-29,VOLVB.PR,3.67,,bmo,92282000000.0,,2018-09-29,2023-05-17
2018-09-29,DDRIL.OL,-1.53695,,bmo,17900000.0,,2018-09-29,2023-08-16
2018-09-29,2466.TW,0.1027,,bmo,906758000.0,,2018-09-29,2023-05-17
2018-09-29,ATXG,0.053770000000000005,,bmo,2834812.0,,2018-09-29,2023-10-10
2018-09-29,MICS,0.924,,bmo,24304945.0,,2018-09-29,2023-09-29
2018-09-29,603977.SS,0.04286,,bmo,182363387.23,,2018-09-29,2023-05-17
2018-09-29,CA.PA,-0.18146,,bmo,19479000000.0,,2018-09-29,2023-05-17
2018-09-29,600843.SS,0.0635,,bmo,798251068.15,,2018-09-29,2023-05-17
2018-09-29,600354.SS,-0.08410000000000001,,bmo,160387625.76,,2018-09-29,2023-05-17
2018-09-29,RMS.PA,3.32,,bmo,1491525000.0,,2018-09-29,2023-05-17
2018-09-29,EIN3.DE,1.2,,bmo,140615000.0,,2018-09-29,2023-05-17
2018-09-29,600149.SS,-0.0089,,bmo,27469571.27,,2018-09-29,2023-05-17
2018-09-29,002900.KS,-0.09861,,bmo,97628100000.0,,2018-09-29,2023-05-17
2018-09-29,002937.SZ,0.1437,,bmo,270056243.31,,2018-09-29,2023-05-17
2018-09-29,0269.HK,-0.043590000000000004,,bmo,205521500.0,,2018-09-29,2023-10-16
2018-09-29,CMRF,0.04775,,amc,105705000.0,,2018-09-29,2023-05-17
2018-09-29,CPLE3.SA,0.1296,,bmo,4309126000.0,,2018-09-29,2023-05-17
2018-09-29,0277.HK,0.08956,,bmo,20315000.0,,2018-09-29,2023-10-17
2018-09-29,2613.TW,0.157,,bmo,742049000.0,,2018-09-29,2023-05-17
2018-09-29,CEBR3.SA,-0.58362,,bmo,738430000.0,,2018-09-29,2023-05-17
2018-09-29,300773.SZ,0.27,,bmo,1448385829.97,,2018-09-29,2023-05-17
2018-09-29,DOHL4.SA,0.371,,bmo,130793000.0,,2018-09-29,2023-05-17
2018-09-29,ETY.DE,2.94,,bmo,3104319000.0,,2018-09-29,2023-05-17
2018-09-29,BRSF,-0.040510000000000004,,bmo,,,2018-09-29,2023-05-17
2018-09-29,MRSA5B.SA,0.46340000000000003,,bmo,1001589000.0,,2018-09-29,2023-05-17
2018-09-29,600365.SS,-0.01,,bmo,160510539.15,,2018-09-29,2023-05-17
2018-09-29,WHR.DE,3.22,,bmo,5326000000.0,,2018-09-29,2023-05-17
2018-09-29,DSGT,-12.52639,,amc,708963.0,,2018-09-29,2023-05-17
2018-09-29,ZNOG,0.012780000000000001,,bmo,549000.0,,2018-09-29,2023-09-29
2018-09-29,PTNR,0.157,,bmo,822000000.0,,2018-09-29,2023-05-17
2018-09-29,KOAN,-0.04388,,bmo,218251.0,,2018-09-29,2023-09-29
2018-09-29,601825.SS,0.22260000000000002,,bmo,4856090175.04,,2018-09-29,2023-05-17
2018-09-29,DGH.JO,1.71,,bmo,6057691250.0,,2018-09-29,2023-05-17
2018-09-29,ACX.DE,1.16,,bmo,30958585.95,,2018-09-29,2023-05-17
2018-09-29,603535.SS,0.2574,,bmo,272168269.54,,2018-09-29,2023-05-17
2018-09-29,5031.KL,0.0453,,bmo,249999000.0,,2018-09-29,2023-05-17
2018-09-29,EQS,0.1744,,amc,3165000.0,,2018-09-29,2023-05-17
2018-09-29,603687.SS,0.06,,bmo,332089358.09,,2018-09-29,2023-05-17
2018-09-29,603613.SS,0.1303,,bmo,880143178.32,,2018-09-29,2023-05-17
2018-09-29,0881.HK,0.37720000000000004,,bmo,26933913750.0,,2018-09-29,2023-05-17
2018-09-29,FDCT,-3.0000000000000004e-05,,bmo,136812.0,,2018-09-29,2023-05-17
2018-09-29,0659.HK,0.3929,,bmo,8778700000.0,,2018-09-29,2023-10-16
2018-09-29,CATR.PA,2.88,,bmo,13510000000.0,,2018-09-29,2023-05-17
2018-09-29,SIG.CN,-0.00265,,bmo,,,2018-09-29,2023-05-17
2018-09-29,0797.HK,-0.01153,,bmo,83096000.0,,2018-09-29,2023-05-17
2018-09-29,PJP.WA,0.727,,bmo,73215000.0,,2018-09-29,2023-05-17
2018-09-29,6431.TW,0.4489,,bmo,32505000.0,,2018-09-29,2023-05-17
2018-09-29,SPAQ,0.0034000000000000002,,bmo,,,2018-09-29,2023-05-17
2018-09-29,600939.SS,0.01,,bmo,10600526668.58,,2018-09-29,2023-05-17
2018-09-29,RILYP,0.0001,,bmo,99681000.0,,2018-09-29,2023-05-17
2018-09-29,002201.SZ,0.0071400000000000005,,bmo,254849928.85,,2018-09-29,2023-05-17
2018-09-29,LHC.JO,0.3285,,bmo,5872000000.0,,2018-09-29,2023-05-17
2018-09-29,002827.SZ,0.1,,bmo,100255880.82,,2018-09-29,2023-05-17
2018-09-29,0156.HK,-0.00319,,bmo,600159250.0,,2018-09-29,2023-10-16
2018-09-29,0291.HK,0.07591,,bmo,7966750000.0,,2018-09-29,2023-05-17
2018-09-29,TXCB,-0.020390000000000002,,bmo,,,2018-09-29,2023-10-16
2018-09-29,5032.KL,0.0403,,bmo,162220000.0,,2018-09-29,2023-05-17
2018-09-29,BRVO,-0.050570000000000004,,bmo,,,2018-09-29,2023-05-17
2018-09-29,SPEC.ST,-0.029740000000000003,,bmo,,,2018-09-29,2023-05-17
2018-09-29,PING,-0.0724,,amc,42619000.0,,2018-09-29,2023-05-17
2018-09-29,0051.HK,0.2916,,bmo,395750000.0,,2018-09-29,2023-05-17
